Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LoginNegativeTestSuite,Firefox 89.0,Negative Test Suites,,2021-07-23 18:08:52,2021-07-23 18:21:29,12m - 37.006s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-23 18:08:53,2021-07-23 18:09:27,34.329s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 18:08:53,2021-07-23 18:09:15,21.837s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 18:09:15,2021-07-23 18:09:17,1.390s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 18:09:17,2021-07-23 18:09:18,1.053s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 18:09:18,2021-07-23 18:09:24,6.024s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 18:09:24,2021-07-23 18:09:24,0.129s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 18:09:24,2021-07-23 18:09:27,3.358s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-23 18:09:27,2021-07-23 18:09:56,28.406s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 18:09:28,2021-07-23 18:09:44,16.598s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 18:09:44,2021-07-23 18:09:45,0.924s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 18:09:45,2021-07-23 18:09:46,0.957s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 18:09:46,2021-07-23 18:09:52,5.763s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 18:09:52,2021-07-23 18:09:52,0.038s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 18:09:52,2021-07-23 18:09:56,3.687s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-12-RegisterWithWrongEmailFormatTestCase,Firefox 89.0,RegisterWithWrongEmailFormat,register,2021-07-23 18:09:56,2021-07-23 18:11:05,1m - 8.982s,PASSED
