Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCasesTestSuite,Firefox 89.0,,,2021-07-23 20:00:53,2021-07-23 20:37:52,36m - 58.662s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-23 20:00:54,2021-07-23 20:01:24,29.801s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 20:00:54,2021-07-23 20:01:16,21.118s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 20:01:16,2021-07-23 20:01:17,0.950s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 20:01:17,2021-07-23 20:01:18,0.969s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 20:01:18,2021-07-23 20:01:21,3.429s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:01:21,2021-07-23 20:01:21,0.117s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 20:01:21,2021-07-23 20:01:24,2.683s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-23 20:01:24,2021-07-23 20:01:46,21.911s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 20:01:24,2021-07-23 20:01:38,13.528s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 20:01:38,2021-07-23 20:01:39,0.824s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 20:01:39,2021-07-23 20:01:39,0.942s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 20:01:39,2021-07-23 20:01:43,3.360s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:01:43,2021-07-23 20:01:43,0.135s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 20:01:43,2021-07-23 20:01:46,2.686s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Positive/TS-LGN-4-LoginThroughTheAppTestCase,Firefox 89.0,LoginTestCase,login,2021-07-23 20:01:46,2021-07-23 20:02:14,28.829s,PASSED
openBrowser(LoginUrl),Firefox 89.0,,,2021-07-23 20:01:46,2021-07-23 20:02:02,15.855s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:02:02,2021-07-23 20:02:02,0.046s,PASSED
maximizeWindow(),Firefox 89.0,,,2021-07-23 20:02:02,2021-07-23 20:02:02,0.033s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:02:02,2021-07-23 20:02:02,0.041s,PASSED
"sendKeys(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 20:02:02,2021-07-23 20:02:03,0.540s,PASSED
"sendKeys(findTestObject(""LoginPage/input_sign in_password""), LoginPassword)",Firefox 89.0,,,2021-07-23 20:02:03,2021-07-23 20:02:03,0.447s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 20:02:03,2021-07-23 20:02:11,8.379s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:02:11,2021-07-23 20:02:12,0.175s,PASSED
closeBrowser(),Firefox 89.0,,,2021-07-23 20:02:12,2021-07-23 20:02:14,2.903s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-20-RegisterWithEmailFieldEmptyTestCase,Firefox 89.0,"Register With Email Field Empty.
Expected: Display error message ""please fill out this field"" on the email field.",register,2021-07-23 20:02:14,2021-07-23 20:02:49,34.056s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 20:02:15,2021-07-23 20:02:35,20.236s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:02:35,2021-07-23 20:02:35,0.166s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aaa"")",Firefox 89.0,,,2021-07-23 20:02:35,2021-07-23 20:02:37,1.615s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), """")",Firefox 89.0,,,2021-07-23 20:02:37,2021-07-23 20:02:39,2.354s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 20:02:39,2021-07-23 20:02:40,0.711s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 20:02:40,2021-07-23 20:02:41,1.361s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 20:02:41,2021-07-23 20:02:42,0.931s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 20:02:42,2021-07-23 20:02:43,1.085s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:02:43,2021-07-23 20:02:43,0.019s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 20:02:43,2021-07-23 20:02:46,3.049s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 20:02:46,2021-07-23 20:02:49,2.131s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-15-RegisterWithInvalidNameFormatTestCase,Firefox 89.0,"Register With Invalid Name Format.
Expected: Display error message ""The name format is invalid"" below the Name field.",register,2021-07-23 20:02:49,2021-07-23 20:03:24,35.772s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 20:02:49,2021-07-23 20:03:09,19.768s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:03:09,2021-07-23 20:03:09,0.040s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""@#$@#$"")",Firefox 89.0,,,2021-07-23 20:03:09,2021-07-23 20:03:10,0.738s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 20:03:10,2021-07-23 20:03:10,0.948s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 20:03:10,2021-07-23 20:03:11,0.922s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-23 20:03:11,2021-07-23 20:03:12,0.918s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-23 20:03:12,2021-07-23 20:03:13,0.701s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-23 20:03:13,2021-07-23 20:03:18,5.084s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 20:03:18,2021-07-23 20:03:18,0.026s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 20:03:18,2021-07-23 20:03:21,3.014s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 20:03:21,2021-07-23 20:03:24,3.186s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-19-RegisterWithNameFieldEmptyTestCase,Firefox 89.0,RegisterWithNameFieldEmpty,register,2021-07-23 20:03:24,2021-07-23 20:03:56,31.888s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-23 20:03:25,2021-07-23 20:03:46,21.057s,PASSED
