Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCasesTestSuite,Firefox 90.0,,,2021-07-24 08:10:36,2021-07-24 08:54:26,43m - 50.593s,FAILED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 90.0,Login with Unregistered Email Test Case,login,2021-07-24 08:10:36,2021-07-24 08:11:04,27.434s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 90.0,,,2021-07-24 08:10:37,2021-07-24 08:10:55,18.413s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 90.0,,,2021-07-24 08:10:55,2021-07-24 08:10:56,1.022s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 90.0,,,2021-07-24 08:10:56,2021-07-24 08:10:57,0.916s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 90.0,,,2021-07-24 08:10:57,2021-07-24 08:11:01,3.645s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:11:01,2021-07-24 08:11:01,0.093s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 90.0,,,2021-07-24 08:11:01,2021-07-24 08:11:04,2.803s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 90.0,Login With Wrong Password,login,2021-07-24 08:11:04,2021-07-24 08:11:28,24.126s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 90.0,,,2021-07-24 08:11:04,2021-07-24 08:11:19,14.868s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 90.0,,,2021-07-24 08:11:19,2021-07-24 08:11:20,0.754s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 90.0,,,2021-07-24 08:11:20,2021-07-24 08:11:21,0.923s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 90.0,,,2021-07-24 08:11:21,2021-07-24 08:11:26,5.075s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:11:26,2021-07-24 08:11:26,0.030s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 90.0,,,2021-07-24 08:11:26,2021-07-24 08:11:28,2.090s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Positive/TS-LGN-4-LoginThroughTheAppTestCase,Firefox 90.0,LoginTestCase,login,2021-07-24 08:11:28,2021-07-24 08:12:10,41.561s,PASSED
openBrowser(LoginUrl),Firefox 90.0,,,2021-07-24 08:11:28,2021-07-24 08:11:57,28.483s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:11:57,2021-07-24 08:11:57,0.051s,PASSED
maximizeWindow(),Firefox 90.0,,,2021-07-24 08:11:57,2021-07-24 08:11:57,0.027s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:11:57,2021-07-24 08:11:57,0.035s,PASSED
"sendKeys(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 90.0,,,2021-07-24 08:11:57,2021-07-24 08:11:57,0.542s,PASSED
"sendKeys(findTestObject(""LoginPage/input_sign in_password""), LoginPassword)",Firefox 90.0,,,2021-07-24 08:11:57,2021-07-24 08:11:58,0.420s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 90.0,,,2021-07-24 08:11:58,2021-07-24 08:12:06,8.314s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:12:06,2021-07-24 08:12:06,0.144s,PASSED
closeBrowser(),Firefox 90.0,,,2021-07-24 08:12:06,2021-07-24 08:12:10,3.133s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-20-RegisterWithEmailFieldEmptyTestCase,Firefox 90.0,"Register With Email Field Empty.
Expected: Display error message ""please fill out this field"" on the email field.",register,2021-07-24 08:12:10,2021-07-24 08:12:45,35.869s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 90.0,,,2021-07-24 08:12:10,2021-07-24 08:12:31,21.198s,PASSED
waitForPageLoad(Timeout),Firefox 90.0,,,2021-07-24 08:12:31,2021-07-24 08:12:31,0.316s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aaa"")",Firefox 90.0,,,2021-07-24 08:12:31,2021-07-24 08:12:33,1.410s,PASSED
