Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LoginNegativeTestSuite,Firefox 89.0,Negative Test Suites,,2021-07-23 17:19:23,2021-07-23 17:33:26,14m - 3.505s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-24-LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-23 17:19:23,2021-07-23 17:20:15,51.951s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 17:19:24,2021-07-23 17:20:02,37.426s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-23 17:20:02,2021-07-23 17:20:03,1.328s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 17:20:03,2021-07-23 17:20:04,0.914s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 17:20:04,2021-07-23 17:20:11,7.665s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:20:11,2021-07-23 17:20:12,0.073s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:20:12,2021-07-23 17:20:15,3.919s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-25-LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-23 17:20:15,2021-07-23 17:20:42,26.854s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-23 17:20:16,2021-07-23 17:20:33,16.619s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-23 17:20:33,2021-07-23 17:20:34,1.935s,PASSED
"setText(findTestObject(""LoginPage/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-23 17:20:34,2021-07-23 17:20:35,1.020s,PASSED
"click(findTestObject(""LoginPage/button_login""))",Firefox 89.0,,,2021-07-23 17:20:35,2021-07-23 17:20:40,4.428s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 17:20:40,2021-07-23 17:20:40,0.084s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 17:20:40,2021-07-23 17:20:42,2.339s,PASSED
,,,,,,,
Test Cases/RegisterAndLogin/Negative/TS-LGN-12-RegisterWithWrongEmailFormatTestCase,Firefox 89.0,RegisterWithWrongEmailFormat,register,2021-07-23 17:20:42,2021-07-23 17:21:57,1m - 14.151s,PASSED
