Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCasesTestSuite,Firefox 89.0,,,2021-07-20 14:39:25,2021-07-20 15:01:11,21m - 46.128s,FAILED
,,,,,,,
Test Cases/Login/Negative/LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-20 14:39:26,2021-07-20 14:40:23,56.845s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-20 14:39:26,2021-07-20 14:40:10,43.664s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-20 14:40:10,2021-07-20 14:40:12,2.311s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-20 14:40:12,2021-07-20 14:40:13,0.911s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Firefox 89.0,,,2021-07-20 14:40:13,2021-07-20 14:40:20,6.557s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:40:20,2021-07-20 14:40:20,0.064s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-20 14:40:20,2021-07-20 14:40:23,2.771s,PASSED
,,,,,,,
Test Cases/Login/Negative/LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-20 14:40:23,2021-07-20 14:40:53,30.009s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-20 14:40:23,2021-07-20 14:40:44,20.707s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-20 14:40:44,2021-07-20 14:40:45,0.894s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-20 14:40:45,2021-07-20 14:40:46,0.967s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Firefox 89.0,,,2021-07-20 14:40:46,2021-07-20 14:40:49,3.489s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:40:49,2021-07-20 14:40:50,0.168s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-20 14:40:50,2021-07-20 14:40:53,3.223s,PASSED
,,,,,,,
Test Cases/Login/Positive/LoginByEmailTestCase,Firefox 89.0,LoginTestCase,login,2021-07-20 14:40:53,2021-07-20 14:41:30,37.589s,PASSED
openBrowser(LoginUrl),Firefox 89.0,,,2021-07-20 14:40:53,2021-07-20 14:41:19,25.681s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:41:19,2021-07-20 14:41:19,0.034s,PASSED
maximizeWindow(),Firefox 89.0,,,2021-07-20 14:41:19,2021-07-20 14:41:19,0.031s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:41:19,2021-07-20 14:41:19,0.032s,PASSED
"sendKeys(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-20 14:41:19,2021-07-20 14:41:20,0.579s,PASSED
"sendKeys(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), LoginPassword)",Firefox 89.0,,,2021-07-20 14:41:20,2021-07-20 14:41:20,0.404s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Firefox 89.0,,,2021-07-20 14:41:20,2021-07-20 14:41:28,8.297s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:41:28,2021-07-20 14:41:28,0.126s,PASSED
closeBrowser(),Firefox 89.0,,,2021-07-20 14:41:28,2021-07-20 14:41:30,2.028s,PASSED
,,,,,,,
Test Cases/Register/Negative/RegisterWithEmailFieldEmptyTestCase,Firefox 89.0,"Register With Email Field Empty.
Expected: Display error message ""please fill out this field"" on the email field.",register,2021-07-20 14:41:30,2021-07-20 14:42:07,36.469s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-20 14:41:31,2021-07-20 14:41:53,22.186s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:41:53,2021-07-20 14:41:53,0.063s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""aaa"")",Firefox 89.0,,,2021-07-20 14:41:53,2021-07-20 14:41:55,2.260s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), """")",Firefox 89.0,,,2021-07-20 14:41:55,2021-07-20 14:41:56,1.016s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:41:56,2021-07-20 14:41:57,0.701s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:41:57,2021-07-20 14:41:58,0.978s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-20 14:41:58,2021-07-20 14:41:59,0.766s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-20 14:41:59,2021-07-20 14:42:00,1.583s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:42:00,2021-07-20 14:42:00,0.032s,PASSED
delay(3),Firefox 89.0,,,2021-07-20 14:42:00,2021-07-20 14:42:03,3.041s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-20 14:42:03,2021-07-20 14:42:07,3.409s,PASSED
,,,,,,,
Test Cases/Register/Negative/RegisterWithInvalidNameFormatTestCase,Firefox 89.0,"Register With Invalid Name Format.
Expected: Display error message ""The name format is invalid"" below the Name field.",register,2021-07-20 14:42:07,2021-07-20 14:42:41,34.559s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-20 14:42:07,2021-07-20 14:42:25,17.925s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:42:25,2021-07-20 14:42:25,0.026s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), ""@#$@#$"")",Firefox 89.0,,,2021-07-20 14:42:25,2021-07-20 14:42:26,1.016s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-20 14:42:26,2021-07-20 14:42:27,0.907s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:42:27,2021-07-20 14:42:28,0.886s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:42:28,2021-07-20 14:42:29,0.972s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-20 14:42:29,2021-07-20 14:42:31,1.845s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-20 14:42:31,2021-07-20 14:42:36,4.524s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:42:36,2021-07-20 14:42:36,0.073s,PASSED
delay(3),Firefox 89.0,,,2021-07-20 14:42:36,2021-07-20 14:42:39,3.015s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-20 14:42:39,2021-07-20 14:42:41,2.813s,PASSED
,,,,,,,
Test Cases/Register/Negative/RegisterWithNameFieldEmptyTestCase,Firefox 89.0,RegisterWithNameFieldEmpty,register,2021-07-20 14:42:41,2021-07-20 14:43:14,32.126s,PASSED
com.helper.browserhelper.CustomBrowser.openRegisterPage(),Firefox 89.0,,,2021-07-20 14:42:42,2021-07-20 14:43:03,21.247s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:43:03,2021-07-20 14:43:03,0.048s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_name""), """")",Firefox 89.0,,,2021-07-20 14:43:03,2021-07-20 14:43:04,1.306s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-20 14:43:04,2021-07-20 14:43:05,0.832s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:43:05,2021-07-20 14:43:06,0.858s,PASSED
"setText(findTestObject(""RegisterPage/input_signup_password_confirmation""), ""aaaaaa"")",Firefox 89.0,,,2021-07-20 14:43:06,2021-07-20 14:43:07,0.862s,PASSED
"check(findTestObject(""RegisterPage/checkbox_agreement""))",Firefox 89.0,,,2021-07-20 14:43:07,2021-07-20 14:43:08,0.655s,PASSED
"click(findTestObject(""RegisterPage/button_register""))",Firefox 89.0,,,2021-07-20 14:43:08,2021-07-20 14:43:08,0.690s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-20 14:43:08,2021-07-20 14:43:08,0.030s,PASSED
delay(3),Firefox 89.0,,,2021-07-20 14:43:08,2021-07-20 14:43:11,3.008s,PASSED
