Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCasesTestSuite,Chrome 91.0.4472.124,,,2021-07-18 16:20:36,2021-07-18 16:33:56,13m - 19.989s,ERROR
,,,,,,,
Test Cases/Login/Negative/LoginWithUnregisteredEmailTestCase,Chrome 91.0.4472.124,Login with Unregistered Email Test Case,login,2021-07-18 16:20:37,2021-07-18 16:21:14,37.291s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Chrome 91.0.4472.124,,,2021-07-18 16:20:39,2021-07-18 16:20:58,18.821s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), ""aaa@gmail.com"")",Chrome 91.0.4472.124,,,2021-07-18 16:20:58,2021-07-18 16:21:02,4.103s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), ""abc"")",Chrome 91.0.4472.124,,,2021-07-18 16:21:02,2021-07-18 16:21:03,0.886s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Chrome 91.0.4472.124,,,2021-07-18 16:21:03,2021-07-18 16:21:12,9.482s,PASSED
waitForPageLoad(Timeout),Chrome 91.0.4472.124,,,2021-07-18 16:21:12,2021-07-18 16:21:12,0.027s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Chrome 91.0.4472.124,,,2021-07-18 16:21:12,2021-07-18 16:21:14,1.902s,PASSED
,,,,,,,
Test Cases/Login/Negative/LoginWithWrongPasswordTestCase,Chrome 91.0.4472.124,Login With Wrong Password,login,2021-07-18 16:21:14,2021-07-18 16:21:40,25.982s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Chrome 91.0.4472.124,,,2021-07-18 16:21:15,2021-07-18 16:21:29,13.946s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), LoginUsername)",Chrome 91.0.4472.124,,,2021-07-18 16:21:29,2021-07-18 16:21:30,0.936s,PASSED
