Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCasesTestSuite,Firefox 89.0,,,2021-07-18 16:54:19,2021-07-18 17:03:20,9m - 1.291s,PASSED
,,,,,,,
Test Cases/Login/Negative/LoginWithUnregisteredEmailTestCase,Firefox 89.0,Login with Unregistered Email Test Case,login,2021-07-18 16:54:20,2021-07-18 16:56:04,1m - 44.203s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-18 16:54:21,2021-07-18 16:55:46,1m - 25.283s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), ""aaa@gmail.com"")",Firefox 89.0,,,2021-07-18 16:55:46,2021-07-18 16:55:49,2.634s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-18 16:55:49,2021-07-18 16:55:51,2.138s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Firefox 89.0,,,2021-07-18 16:55:51,2021-07-18 16:55:59,7.609s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-18 16:55:59,2021-07-18 16:55:59,0.046s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-18 16:55:59,2021-07-18 16:56:04,5.411s,PASSED
,,,,,,,
Test Cases/Login/Negative/LoginWithWrongPasswordTestCase,Firefox 89.0,Login With Wrong Password,login,2021-07-18 16:56:04,2021-07-18 16:56:32,27.976s,PASSED
com.helper.browserhelper.CustomBrowser.openBrowser(),Firefox 89.0,,,2021-07-18 16:56:05,2021-07-18 16:56:22,17.332s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_email""), LoginUsername)",Firefox 89.0,,,2021-07-18 16:56:22,2021-07-18 16:56:23,0.882s,PASSED
"setText(findTestObject(""LoginPage_SerpWatch/input_sign in_password""), ""abc"")",Firefox 89.0,,,2021-07-18 16:56:23,2021-07-18 16:56:24,0.988s,PASSED
"click(findTestObject(""LoginPage_SerpWatch/button_login""))",Firefox 89.0,,,2021-07-18 16:56:24,2021-07-18 16:56:29,4.659s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-18 16:56:29,2021-07-18 16:56:29,0.086s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-18 16:56:29,2021-07-18 16:56:32,3.224s,PASSED
,,,,,,,
Test Cases/Login/Positive/LoginByEmailTestCase,Firefox 89.0,LoginTestCase,login,2021-07-18 16:56:32,2021-07-18 16:57:06,33.513s,PASSED
openBrowser(LoginUrl),Firefox 89.0,,,2021-07-18 16:56:33,2021-07-18 16:56:48,15.232s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-18 16:56:48,2021-07-18 16:56:48,0.055s,PASSED
maximizeWindow(),Firefox 89.0,,,2021-07-18 16:56:48,2021-07-18 16:56:48,0.030s,PASSED
